stop_id,stop_name,stop_lat,stop_lon
C2754,Córdoba S/N,-31.408596,-64.066812
C2706,Avenida Agustín Roque Arias 1776,-31.42981,-64.24198
C2682,Ángelo de Peredo 3096,-31.41892,-64.22663
C3720,José Iseas 1545,-31.42491,-64.23818
C2628,Avenida Las Malvinas 5744,-31.38063,-64.09868
C2607,El Benteveo 3838,-31.367086,-64.06026
C3650,Avenida Malvinas Argentinas 3927,-31.38663,-64.124
C3634,Ortiz y Montiel 2400,-31.38831,-64.13861
C4091,Gregorio Carreras 2070,-31.386256,-64.205662
c3867,Avenida Monseñor Pablo Cabrera 1958,-31.387207067388637,-64.20406490791885
C3860,Bv. Enrique Barros S/N,-31.433777083073956,-64.18620418757199
C3938,Avenida Concepción Arenal 1279,-31.435272,-64.175938
C4060,Avenida Marcelo T. de Alvear 203,-31.416917906216607,-64.19020470231771
C4708,Caminiaga 3215,-31.449878988701,-64.16367799043654
C4760,Juan Perazo 4803,-31.356954,-64.235387
C4757,Bulevar Los Alemanes 5807,-31.34343,-64.242763
C4746,Osvaldo Permigiani 8102,-31.329386,-64.24331
C9293,Carlos Paz 3790,-31.457382,-64.162737
C4773,Altautina 3044,-31.446998,-64.16478
C4763,Manuel Cardeñosa 4355,-31.35863,-64.228515
C4608,Avenida Bernardo O'Higgins 2712,-31.442257,-64.1689
C4593,Avenida Cornelio Saavedra 517,-31.385997,-64.196296
C4123,Avenida La Voz Del Interior S/N,-31.31645,-64.217405
C4338,Avenida Valparaiso 2998,-31.446495,-64.186823
C4461,Diego Díaz 311,-31.363449,-64.20268
C4523,Diego Díaz 798,-31.357558,-64.194607
C4515,Javier Lascano Colodrero 2707,-31.363889,-64.207476
C4497,Camino a San Antonio 5308,-31.477249,-64.188985
C4433,Gregorio Carreras 2551,-31.384417,-64.211816
C4420,Baradero 2211,-31.443662,-64.166374
C4408,Huerta Grande 3119,-31.448472,-64.157801
C9125,Tapalque 3466,-31.443941,-64.153032
C4384,Avenida Baradero 1779,-31.443593,-64.169984
C4217,Avenida Hipólito Yrigoyen 42,-31.420973,-64.188523
C4370,Avenida Virgen de La Merced 2455,-31.379558,-64.214986
C4400,Agua de Oro 3128,-31.448573,-64.15859
C9279,Avenida Pablo Ricchieri 3550,-31.454622560499836,-64.17290210723878
C4115,Avenida Haya De La Torre S/N,-31.437392,-64.19201
C4065,Roberto Cayol 3635,-31.359569,-64.221777
C4053,Suárez de Figueroa 14,-31.369115,-64.20459
C3852,Ernesto Fariña 4101,-31.4615,-64.161567
C3810,Calle de la Pulperia 224-280,-31.35939610108295,-64.10782988055078
C2786,Santa Rosa 12987,-31.338201,-64.072869
C3790,Av. San Martín 1899-1801,-31.397363101082952,-64.0605568550365
C3766,Bajada de Piedra 3596,-31.40404410108296,-64.14047985054177
C2762,Camino a Chacra de la Merced 5565,-31.402259,-64.122503
C2736,Av. Fuerza Aéres Argentina S/N,-31.434056,-64.274602
C2696,Luis Agote 3702,-31.42255,-64.23455
C2672,Julián Aguirre 2518,-31.42225,-64.2191
C3760,Ángelo de Peredo 1627,-31.42225,-64.20965
C3736,José Verdi 3201,-31.42125,-64.22876
C3710,Avenida Fuerza Aérea 4725,-31.43283,-64.2484
C3698,Viedma Recalde 6460,-31.42662157271976,-64.268034696579
MA-00000505,Ángelo de Peredo 2601,-31.420272359485093,-64.21992123126985
C4587,Avenida Zárate 2175,-31.375889113709867,-64.20271754264833
C4226,Ituzaingó 247,-31.433597,-64.188386
C2642,Avenida Malvinas Argentinas 4199,-31.38668,-64.12465
C2612,Avenida Las Malvinas 9474,-31.37304,-64.06621
C3668,Avenida Las Malvinas 6964,-31.37676,-64.08177
C3648,Avenida Malvinas Argentinas 3585,-31.38732,-64.127305
C3494,Avenida 24 de Septiembre 1560,-31.41294,-64.16294
C3346,Chachapoyas 3420,-31.37082,-64.13305
C3298,José Garibaldi 1328,-31.39872,-64.15893
C3268,Esquiú 237,-31.41465,-64.17091
C2299,Aviador Abel 1698,-31.428233,-64.245751
C2268,Polonia 1042,-31.40063,-64.15581
C2216,Río Pasaje 2700,-31.37387,-64.1331
C2470,La Paz 2483,-31.43756,-64.2287
C3889,Avenida Monseñor Pablo Cabrera 2385,-31.382434,-64.207497
C4043,Avenida Castro Barros 1290,-31.393773,-64.202176
C9238,Coronel José Javier Diaz 1291,-31.4466494470392,-64.17693849653006
C4147,Celso Barrios 3002,-31.458723,-64.157249
C4673,Avenida Padre Claret 5601,-31.348653,-64.236401
C4414,Juan Abella 5903,-31.341024,-64.242623
C4744,Julio Bejanele 8301,-31.326266,-64.242747
C4776,Cerro Colorado 3356,-31.451891,-64.165172
C4596,Galán 397,-31.392293,-64.196903
C4589,Avenida Zárate 1713,-31.375917,-64.197176
C4473,Avenida Valparaiso 3374,-31.451547,-64.186839
C4464,Javier Lascano Colodrero 2687,-31.363884,-64.207106
C4456,Suárez de Figueroa 963,-31.357467,-64.189854
C4517,Céliz de Quiroga 312,-31.362373,-64.203715
C4509,Avenida Rogelio Nores Martínez 3207,-31.449488,-64.182939
C4499,Avenida Ciudad de Valparaíso 4951,-31.472651,-64.188234
C4481,Matanza 3026,-31.480149,-64.198142
C4484,Ramón Barrena 4995,-31.472957,-64.192986
C4442,La Ramada 3204,-31.373045,-64.216751
C4409,Matanza 3063,-31.447438,-64.156761
C4396,Quilmes 3455,-31.446367,-64.153097
C4385,Baradero 1988,-31.443831,-64.16809
C3937,Avenida Concepción Arenal 924,-31.433254,-64.181877
C4365,Los Cebiles 3062,-31.369427,-64.215018
C4398,Matanza 3026,-31.446843,-64.156922
C4103,Avenida Colón 19,-31.413707,-64.183352
C4055,Fray Luis Beltrán 2661,-31.36705,-64.207368
C3798,Camino Al Gateado 3081,-31.373634101082953,-64.12388187098834
C3820,Camino Sta. Rosa,-31.339737101082953,-64.08203389374287
C2798,Santa Rosa S/N,-31.355995,-64.105616
C3788,Av. San Martín 2200-2298,-31.40299910108295,-64.0638068512449
C3768,Bajada de Piedra 3817,-31.403131101082952,-64.1379258511561
C2774,Bajada de Piedra 2519,-31.405357,-64.142766
C2752,Córdoba S/N,-31.406289,-64.065557
C2722,Viedma Recalde 6291,-31.42665,-64.26644
C2702,Alberto Williams 4154,-31.426388,-64.24075
C2680,Ángelo de Peredo 3072,-31.41972,-64.22451
C3746,Pascual de Rogatis 2665,-31.42359,-64.22187
C3714,Avenida Agustín Roque Arias 1717,-31.4288,-64.24166
C4232,Avenida Ingeniero Medina Allende S/N,-31.436019,-64.191926
C2652,Domingo Echauri 2470,-31.38685,-64.13722
C2620,Avenida Las Malvinas 6966,-31.37661,-64.08158
C2604,El Cardenal 3988,-31.36616,-64.05805
C4105,Obispo Salguero 85,-31.41848241709057,-64.1791194677353
C9273,Avenida Pablo Ricchieri S/N,-31.450128686470833,-64.17673230171205
C4424,Tandil 1508,-31.4430762560867,-64.17351365089417
C4169,Avenida Concepción Arenal 928,-31.433213,-64.181635
C4434,Gregorio Carreras 2790,-31.383367921755344,-64.21483576297761
C3654,Avenida Malvinas Argentinas 4763,-31.38517,-64.11779
C3628,Avenida Patria 935,-31.40361,-64.15987
C3351,Canónigo José Chorroarín 2405,-31.369463,-64.138049
C3836,Alsina 1625,-31.389526,-64.133332
C3274,Jacinto Ríos 518,-31.41028,-64.16721
C3254,Aviador Kingsley 1750,-31.42935,-64.24691
C2276,Sarmiento 1923,-31.40852,-64.1594
C2224,Federico Rauch 2970,-31.3756692744597,-64.128634929657
C4045,Emilio Caraffa 1800,-31.39037,-64.203383
C4029,Avenida Enrique Barros S/N,-31.436316,-64.188003
C4253,Camino a San Carlos 5794,-31.4803,-64.168739
C3946,Celso Barrios 3000,-31.459629,-64.157361
C4772,Altautina 2920,-31.445484,-64.164802
C4619,Avenida Bernardo O'Higgins 4686,-31.46668,-64.168739
C9516,Avenida Cruz Roja Argentina 1899,-31.440193,-64.16889
C4592,Avenida Cornelio Saavedra 2501,-31.383835,-64.196361
C4475,Avenida Ciudad de Valparaíso 3784,-31.456554,-64.186871
C4460,Diego Díaz 411,-31.362212,-64.201033
C4521,Diego Díaz 592,-31.36011,-64.197991
C9266,Bulevar Chacabuco 842,-31.427198,-64.184366
C4440,Avenida Virgen de La Merced 3038,-31.375408,-64.213913
C4432,Gregorio Carreras 2344,-31.385204,-64.209155
C8109,Baradero 2325,-31.443638,-64.164577
C4407,Huerta Grande 3217,-31.450014,-64.157801
C4383,Tandil 1682,-31.442944,-64.171191
C4379,Avenida Colón 381,-31.412252,-64.188169
C9301,Celso Barrios 3064,-31.458631,-64.156551
C4135,Manuel Reyna 4202,-31.463235,-64.161368
C3887,Monseñor Pablo Cabrera 3903,-31.370411,-64.205974
C4067,Lino E. Spilimbergo 4844,-31.358296,-64.225779
C3870,Francisco Drummond 2502,-31.372761,-64.205996
C3856,Cruz Roja Argentina 741,-31.442289,-64.18567
C9230,Avenida Pablo Ricchieri 3305,-31.451126326817786,-64.17608857154848
C3850,Armando Sica 4385,-31.465715,-64.160232
C3812,Camino Sta. Rosa,-31.35594110108295,-64.10555288287017
C2790,Santa Rosa 12599,-31.339791,-64.082097
C3792,Avenida San Martín S/N,-31.392812,-64.058637
C3776,Camino a Chacra de la Merced 5577,-31.402205101082952,-64.12243985177912
C2764,Camino a Chacra de la Merced 5111,-31.403185,-64.128055
C2744,Avenida San Martín S/N,-31.390673,-64.057985
C2716,Alto Alegre 1804,-31.43331,-64.26397
C2688,Isaac Albéniz 3508,-31.41903,-64.23176
C2077,Haedo 1176,-31.422781,-64.215351
C3758,Ángelo de Peredo 1857,-31.42172,-64.21245
C3732,Isaac Albéniz 3340,-31.41932,-64.2305
C3686,Avenida Fuerza Aérea 4725,-31.43991,-64.27091
C2664,Avenida Patria 527,-31.40723,-64.15867
C2535,Avenida Malvinas Argentinas 3405,-31.387925,-64.130287
C2608,El Benteveo 3702,-31.36916,-64.06018
C3670,Avenida Las Malvinas 8100,-31.37493,-64.07401
C3584,Domingo Echauri 3365,-31.3864682695423,-64.13226127624513
p17_vuelta_a1,Belgrano 1168,-31.428037,-64.1937
C3344,3 de Junio 2699,-31.37277,-64.13307
C3290,José Garibaldi 948,-31.40283,-64.15741
C2294,Avenida Julio A. Roca 1400,-31.429,-64.21121
C4211,Avenida Monseñor Pablo Cabrera 4421,-31.363870480203154,-64.20466482639314
C9123,Tapalque 3293,-31.443858868640607,-64.1551458835602
C9268,Bulevar Chacabuco 647,-31.42486366660706,-64.18314963609775
C3894,Avenida Colón 1127,-31.409124719778724,-64.19844746589662
C4274,Bulevar Chacabuco 646,-31.424927880877323,-64.18342709541322
C2820,Jacinto de Altoaguirre 1489,-31.391577,-64.134175
C2214,Chachapoyas 3250,-31.37247,-64.13308
C2474,Lagunilla 3338,-31.43685,-64.23251
C2448,Pasaje Tromen 2170,-31.43498,-64.21516
C2430,Libertad 2328,-31.40489,-64.15509
C2202,Avenida Fuerza Aérea 3394,-31.431663,-64.233627
C2174,Punta de Sauce 1387,-31.39172,-64.15603
C3954,Avenida La Voz Del Interior S/N,-31.315538,-64.216295
C4591,Avenida Cornelio Saavedra 2733,-31.381197,-64.196339
C4480,Avenida Ciudad de Valparaíso 4840,-31.47061,-64.188303
C4469,Avenida Ciudad De Valparaíso S/N,-31.435707,-64.185423
C4507,Avenida Ciudad de Valparaíso 3363,-31.45141,-64.186667
C4496,Teniente Nivoli 81,-31.476947,-64.191356
C4430,Italia 2127,-31.3883,-64.207379
C4167,Avenida Concepción Arenal 1239,-31.435025,-64.176169
C4418,Baradero 2657,-31.443575,-64.162382
C3958,Agua de Oro 3483,-31.453364,-64.158434
C4392,Tapalque 3280,-31.443996,-64.155269
C4382,Tandil 1558,-31.443085,-64.172747
C4133,Avenida Pablo Ricchieri 4112,-31.461752,-64.165671
C3903,Avenida Ciudad De Valparaíso 2828,-31.44455,-64.186834
C4111,Bulevar Chacabuco 1473,-31.433561,-64.185858
C4101,Avenida Colón 619,-31.411158,-64.191758
C3882,Roberto Cayol 3107,-31.360884,-64.213623
C4061,Roberto Cayol 3101,-31.361008,-64.213264
C4021,Avenida Rogelio Nores Martínez 2717,-31.442967,-64.182569
C4001,Avenida Rosa Ferreyra De Roca 2801,-31.466822,-64.159791
C3816,Camino Sta. Rosa,-31.349769101082952,-64.09516488701256
C3826,Camino Sta. Rosa,-31.333470101082952,-64.0709138979456
C2815,Avenida Capdevila 2893,-31.376778,-64.129922
C3774,Camino a Chacra de la Merced 5115,-31.403131101082952,-64.1279918511561
C2760,A Chacra De La Merced 6314,-31.40184,-64.106063
C2742,Quincho Casino de Oficiales Escuela de Aviación Militar,-31.43942855462591,-64.2718005180359
C2712,Avenida Fuerza Aérea 4748,-31.43278,-64.25008
C2662,Avenida Patria 773,-31.4054,-64.15933
C2640,Avenida Malvinas Argentinas 4809,-31.38506,-64.11769
C2618,Avenida Las Malvinas 7772,-31.37562000000001,-64.07724
C3660,Avenida Las Malvinas 5704,-31.3809,-64.09957
C3638,Homero 1961,-31.38568,-64.13716
C3342,Vicente Balbastro 2702,-31.37471,-64.13309
C3286,Rincon 2158,-31.4045,-64.15705
C4186,Avenida José Manuel Estrada 52,-31.427634626141042,-64.188138730824
C2292,Avenida Julio A. Roca 1064,-31.42779,-64.207
C2236,Nicolás Isasmendi 2929,-31.38543,-64.13383
C2208,Canónigo José Chorroarín 2492,-31.369665,-64.135904
C2472,Lagunilla 3174,-31.43692,-64.2302
C2444,Tronador 1906,-31.43153999999999,-64.21641
C2274,Sarmiento 2095,-31.40771,-64.15678
C3512,Bajada de Piedra 2515,-31.40925,-64.15188
C3496,Avenida 24 de Septiembre 1762,-31.41229,-64.16046
C4172,Avenida Pueyrredón 964,-31.42358,-64.20099
C3688,Sargento Romero S/N,-31.433428074368514,-64.26890373229982
C3726,Francisco de Gurruchaga 1270,-31.420762184315258,-64.23440515995027
C2690,Isaac Albéniz 3662,-31.41876,-64.23323
C4087,Cristóbal Hicken 2499,-31.373447,-64.206258
C9224,Avenida Pablo Ricchieri 3663,-31.455277,-64.171878
C9263,Coronel José Javier Diaz 736,-31.44665059117073,-64.18600201606752
C2138,Avenida Capdevila 2052,-31.37947000000001,-64.14385
C2122,José Villegas 2305,-31.36898,-64.1398
C3242,José Villegas 2289,-31.369,-64.14017
C3230,Díaz Colodrero 3082,-31.37509,-64.14442
C3216,Ramón García De León Y Pizarro 2296,-31.38118,-64.14139
C4363,Manuel Cardeñosa S/N,-31.365899648502275,-64.21839237213136
C3869,Bulevar Los Granaderos 2501,-31.376979,-64.206693
C2206,Alexander Fleming 2574,-31.438723712631067,-64.23588037490846
C4039,Avenida Santa Fe 330,-31.406955,-64.200078
C4590,Avenida Cornelio Saavedra 3037,-31.377707,-64.196329
C4209,Avenida Monseñor Pablo Cabrera 5021,-31.357435,-64.203431
C4471,Avenida Ciudad De Valparaíso S/N,-31.44082,-64.186485
C4459,Diego Díaz 507,-31.360966,-64.199343
C4522,Diego Díaz 694,-31.358905,-64.196312
C4513,Pedro Feliciano Cavia 4294,-31.364997,-64.209423
C3916,Avenida Pablo Ricchieri 2643,-31.44185,-64.176582
C4406,Huerta Grande 3317,-31.451524,-64.157742
C4356,Calmayo 2948,-31.454595,-64.158552
C3904,Avenida Pablo Ricchieri 3884,-31.458105,-64.169212
C4119,Avenida Cruz Roja Argentina 606,-31.44276,-64.188293
C4125,Avenida Hipólito Yrigoyen 656,-31.429633522093678,-64.1845750808716
C3886,Monseñor Pablo Cabrera 4175,-31.367608,-64.205448
C3814,Camino Sta. Rosa,-31.35345510108295,-64.10074088453882
C2794,Santa Rosa S/N,-31.349823,-64.095228
C3794,Av. San Martín 1400-1498,-31.39061910108295,-64.05792185957208
C3772,Bajada de Piedra 4310,-31.403577101082952,-64.132173850856
C2766,Bajada de Piedra 4319,-31.403631,-64.132237
C2738,Córdoba S/N,-31.437579,-64.274547
C2713,Avenida Fuerza Aérea 4992,-31.432828,-64.251502
C2694,Calixto Gauna 1292,-31.42102,-64.23513
C2670,Julián Aguirre 2375,-31.42301,-64.21723
C3756,Ángelo de Peredo 2019,-31.42139,-64.21414
C3708,Avenida Fuerza Aérea 4941,-31.433,-64.2507
C4240,Bulevar Chacabuco 1469,-31.43361,-64.18572
C2636,Avenida Malvinas Argentinas 5443,-31.38333,-64.11032
C3636,Domingo Echauri 2402,-31.38687,-64.13859
C3340,Federico Rauch 2743,-31.37562000000001,-64.133
C3272,Catamarca 1246,-31.41185,-64.16747
C2298,Aviador Abel 1759,-31.42981,-64.24571
C2266,Polonia 1247,-31.39878,-64.15663
C2212,Chachapoyas 3411,-31.37101,-64.13308
C2466,Avenida Antártida 2970,-31.44026,-64.2283
C2454,Cerro Cónico 2086,-31.43875,-64.2164
C2426,Sarmiento 2599,-31.40606,-64.15218
C3514,Castañares 123,-31.4102,-64.14961
C3500,Camacuá 199,-31.41083,-64.15516
C3484,Tronador 2465,-31.43792,-64.21513
C3460,Reconquista 3845,-31.43765,-64.23843
C4170,Avenida Pueyrredón 680,-31.42451,-64.19788
C2162,Acapianta 1862,-31.38995,-64.14717
C3220,Avenida Capdevila 2284,-31.37956,-64.14018
C3200,Calabalumba 1882,-31.39054,-64.14678
C4246,Buenos Aires 1415,-31.432485172221153,-64.18946206569673
C4574,Avenida La Voz del Interior S/N,-31.322783001503037,-64.22327399253847
C4099,Avenida Santa Fe 317,-31.407046,-64.200277
C9121,Tapalque 3096,-31.44390463525433,-64.1570556163788
C4063,Roberto Cayol 3289,-31.360325056197116,-64.21687960624696
C3188,Felipe II 1134,-31.393,-64.15601
C3175,Avenida Pueyrredón 1705,-31.420964,-64.210346
C3172,Avenida Pueyrredón 2083,-31.420299,-64.214912
C3154,Díaz de La Fuente 2413,-31.437102,-64.236977
C3940,Avenida Pablo Ricchieri 2690,-31.442362,-64.176759
C3864,Avenida Santa Fe 850,-31.402023,-64.1979
C4369,Ernesto Soneira 2899,-31.377268,-64.214455
C4401,Agua de Oro 3200,-31.449639,-64.158558
C9281,Avenida Pablo Ricchieri 3686,-31.455519,-64.171878
C4117,Maestro Marcelo López 3424,-31.442591,-64.194242
C4057,Fray Luis Beltrán 2924,-31.366366,-64.211955
C8464,Avenida Pablo Ricchieri 3025,-31.446969,-64.17661
C3853,Avenida Pablo Ricchieri 4119,-31.461445,-64.165097
C3800,Calle de las Cortaderas 318-320,-31.368899101082953,-64.12085187416918
C3786,Av. San Martín 2600-2698,-31.406235101082952,-64.06549384906742
C3770,Bajada de Piedra 4025,-31.40331010108295,-64.13562685103565
C3764,Bajada de Piedra 3402,-31.40530310108295,-64.1427028496946
C2758,A Chacra De La Merced 6994,-31.403399,-64.089592
C2734,Calle 7 S/N,-31.432951,-64.274602
C2710,Avenida Fuerza Aérea 4550,-31.43252,-64.24608
C2684,Ángelo de Peredo 3292,-31.41838,-64.22946
C3722,Luis Agote 3702,-31.4225,-64.23448
C3704,Avenida Fuerza Aérea Argentina 6000,-31.43365,-64.26396
C2660,Avenida Patria 1035,-31.40224,-64.1605
C2632,Avenida Malvinas Argentinas 5825,-31.38232,-64.10597
C2606,El Pardal 9705,-31.36617,-64.05967
C3658,Avenida Malvinas Argentinas 5959,-31.38203,-64.10445
C3632,Avenida Patria 1545,-31.39752,-64.16171
C4164,Avenida Pueyrredón 342,-31.42587,-64.19375
C2270,Armenia 2165,-31.403392440333697,-64.15749549865724
C2462,Padre Lozano 2446,-31.43691,-64.22302
C4106,Avenida Marcelo T. de Alvear 876,-31.424634,-64.193853
C3510,Catamarca 2500,-31.40786,-64.1524
C3504,José Garibaldi 552,-31.40695,-64.15576
C3492,Tronador 1879,-31.43144610108295,-64.2163268320911
C3475,Padre Lozano 2465,-31.437557,-64.223317
C8194,Maestro Vidal 1824,-31.430349,-64.230249
C2168,Paysandú 2230,-31.3897,-64.15259
C2150,Dos Barrios 2005,-31.3822,-64.14479
C2134,Díaz Colodrero 2912,-31.37629,-64.14475
C3240,José Villegas 2132,-31.369,-64.14241
C3214,Dos Barrios 2141,-31.38202,-64.14337
C3186,Potosí 1358,-31.401047,-64.169785
C3184,Pringles 1260,-31.403185,-64.171181
C3169,Avenida Pueyrredón 2434,-31.419805,-64.218875
C3168,Enrique Granados 1203,-31.419531,-64.22376
C3148,Los Pinos 3757,-31.442942,-64.237705
C3146,Luis Pasteur 3019,-31.44353,-64.23936
C2306,Aviador Abel 1429,-31.4228,-64.24594
C2302,Aviador Abel 1587,-31.42558,-64.24595
C2586,José Iseas 1434,-31.42308,-64.23605
C2582,Luis Agote 3321,-31.42359,-64.23125
C2572,Luis Agote 2570,-31.42559,-64.22088
C2262,Cochabamba 2410,-31.39753,-64.15457
C2256,Cochabamba 2943,-31.39568,-64.14877
C4049,Avenida Monseñor Pablo Cabrera 2648,-31.379915,-64.207267
C4051,Sebastián Gaboto 2500,-31.374996,-64.206371
C3336,Federico Rauch 2852,-31.375724234320465,-64.13053393363954
C3865,Avenida Castro Barros 854,-31.397486,-64.199011
C2228,Palencia 3099,-31.378261799130588,-64.1325868293643
C3880,Miguel Andrés Camino 4599,-31.359656266136053,-64.22153592109682
C3873,Santiago Baravino 4288,-31.36469,-64.212422
C3857,Avenida Cruz Roja Argentina 355,-31.443205,-64.19296
C9232,Avenida Pablo Ricchieri 3167,-31.449076,-64.176571
C4334,Soconcho 4158,-31.462429124333724,-64.16048884391786
C3802,Calle de las Cortaderas 894,-31.36874510108295,-64.11670887427262
C3822,Camino Sta. Rosa,-31.336243101082943,-64.07878989608615
C2800,De La Pulpería S/N,-31.35945,-64.107893
C3784,Av. San Martín 2800-2898,-31.40854210108295,-64.06674884751484
C2772,Bajada de Piedra 3600,-31.40409800000001,-64.140543
C2756,A Chacra De La Merced S/N,-31.41882499999999,-64.059465
C2714,Avenida Fuerza Aérea Argentina 5290,-31.43307,-64.25555
C2692,Calixto Gauna 1212,-31.41952,-64.23473
C2668,Ángelo de Peredo 2193,-31.42134722,-64.21445
C2666,Ángelo de Peredo 1802,-31.4215,-64.21174
C3754,Ángelo de Peredo 2325,-31.42107,-64.21582
C3706,Avenida Fuerza Aérea Argentina 5389,-31.43335,-64.25648
C2650,Nicolás Isasmendi 2641,-31.38545,-64.13614
C2616,Avenida Las Malvinas 9328,-31.37468,-64.07321
C3666,Avenida Las Malvinas 6502,-31.37908,-64.09171
C3642,Villacorta y Ocaña 2618,-31.38449,-64.13619
C4204,Avenida Cruz Roja Argentina 664,-31.442851,-64.187083
C3324,Montemayor 2162,-31.383867098399953,-64.13172483444215
C2296,Aviador Abel 1889,-31.43226,-64.24571
C2290,Avenida Julio A. Roca 782,-31.4286,-64.20286
C2230,Chachapoyas 2341,-31.3819619696081,-64.13262605667116
C2463,Padre Lozano 2581,-31.43875117410673,-64.22334909439088
C2458,Lagunilla 2278,-31.43688999999999,-64.21857
C2422,Bajada de Piedra 2603,-31.40885,-64.15116
C3468,La Paz 2501,-31.43734,-64.22873
C2185,Avenida Pueyrredón 2098,-31.420181,-64.214712
C2156,Quilambe 2002,-31.38679,-64.14534
C2142,Avenida Capdevila 2300,-31.3792,-64.13993
C2136,Díaz Colodrero 2750,-31.37824,-64.14472
C3238,Díaz Colodrero 3558,-31.36945,-64.14459
C3212,Díaz Colodrero 2326,-31.38292,-64.14485
C3166,José Verdi 3079,-31.42179,-64.227838
C3136,Alexander Fleming 3499,-31.448624,-64.235822
C2584,Luis Agote 3675,-31.42304,-64.23402
C2576,Luis Agote 2870,-31.42474,-64.2253
C2570,Luis Agote 2327,-31.42630833,-64.21729444
C2258,Cochabamba 2729,-31.39618,-64.15033
C2244,Cochabamba 3978,-31.39433,-64.13887
C2544,Avenida Bulnes 5016,-31.38839000000001,-64.12981
C2534,Avenida Malvinas Argentinas 3519,-31.38804,-64.1304
C2514,Avenida Malvinas Argentinas 4375,-31.38631,-64.12104
C3616,Rafael Feliciano Alcaraz 6910,-31.39058,-64.1121
C3612,Rafael Feliciano Alcaraz 5874,-31.38879,-64.11775
C3586,Avenida Malvinas Argentinas 3459,-31.38788,-64.12952
C3582,Avenida Bulnes 4802,-31.38875000000001,-64.13143
C3316,Padre Luis Monti 4030,-31.393,-64.13808
C3314,Padre Luis Monti 3922,-31.39303,-64.13977
C3294,Padre Luis Monti 2386,-31.39694,-64.15576
C3868,Avenida Monseñor Pablo Cabrera 2386,-31.382489,-64.207331
MA-00000128,Belgrano 1451,-31.431648,-64.195225
C3348,Chachapoyas 3536,-31.36970000000001,-64.1331
C3834,Alsina 1459,-31.391535,-64.133316
C3270,Catamarca 968,-31.41274,-64.17063
C3258,Avenida Julio A. Roca 1283,-31.42842,-64.20924
C2432,Eufrasio Loza 727,-31.40592,-64.15742
C2218,Federico Rauch 2699,-31.37531999999999,-64.13313
C2476,Lagunilla 3470,-31.43687,-64.23413
C2456,Aconquija 2385,-31.43724,-64.21652
C2438,25 de Mayo 1516,-31.41397,-64.16266
C3516,Los Mártires 77,-31.41244,-64.14879
C3502,José Garibaldi 376,-31.40881,-64.15507
C3486,Tronador 2217,-31.4364,-64.21501
C2196,Héctor Paniza 3102,-31.424997,-64.228906
C2152,Díaz Colodrero 2201,-31.38411,-64.145
C2126,José Villegas 2020,-31.36895000000001,-64.14435
C3222,Avenida Capdevila 2207,-31.37890000000001,-64.14114
C3190,Felipe II 1456,-31.39149,-64.1547
C3158,Díaz de La Fuente 2007,-31.433431,-64.236952
C3140,Rufino Varela Ortiz 3301,-31.446423,-64.237516
C2592,Maria Curie 1616,-31.42678,-64.2367
C2590,José Iseas 1540,-31.42439,-64.2376
C2562,Cochabamba 1523,-31.4015,-64.16744
C2248,Cochabamba 3657,-31.39433,-64.14227
C2542,Avenida Bulnes 4788,-31.38891,-64.13198
C2510,Rafael Feliciano Alcaraz 5822,-31.38863,-64.11846
C2504,Rafael Feliciano Alcaraz 6391,-31.39035,-64.11331
C3602,Piero Astori 1679,-31.38828,-64.12206
C3590,José María Urien 1667,-31.38871,-64.12461
C3574,Padre Luis Monti 5081,-31.3929,-64.12915
C3320,Padre Luis Monti 4366,-31.39298,-64.13526
C3300,Padre Luis Monti 2667,-31.3956,-64.15162
C3296,Padre Luis Monti 2488,-31.39628,-64.15376
C3556,Luis Agote 1833,-31.42706,-64.2135
C3554,Luis Agote 2201,-31.42652,-64.21628
C3536,Luis Agote 3637,-31.423,-64.23435
C3534,José Iseas 1429,-31.42292000000001,-64.23574
C3518,Alberto Williams 4454,-31.42633,-64.24535
C3250,Aviador Kingsley 1495,-31.42460000000001,-64.247
C3430,Rosario de Santa Fe 1866,-31.41429000000001,-64.15843
C3426,Copiapó 57,-31.41611,-64.15898
C4148,Belgrano 170,-31.41659,-64.18897
C4146,Belgrano 471,-31.4205,-64.18989
C3392,Emilio Achával 2167,-31.43713,-64.20857
C3390,Doctor Ernesto Romagosa 1045,-31.43781999999999,-64.20929
C2380,Aconquija 3045,-31.44382,-64.21652
C2368,Doctor Ernesto Romagosa 1019,-31.43759,-64.20903
C2364,Venus 1058,-31.43466,-64.20899
C2358,Fuencarral 1063,-31.43202000000001,-64.20814
C2288,Avenida Julio A. Roca 666,-31.42878,-64.20066
MA-00000534,Avenida Marcelo T. de Alvear 870,-31.424598067388636,-64.19381089114438
C4092,Sarmiento 111,-31.410630987510082,-64.1799294948578
C2344,David Luque 52,-31.41666,-64.16758
C2334,Asunción 337,-31.41858,-64.16133
C2390,Estocolmo 3500,-31.451364294505474,-64.23439979553224
C3350,Canónigo José Chorroarín 2521,-31.369509,-64.135758
C3326,Montemayor 2350,-31.381897854024746,-64.13181066513063
C3276,Oncativo 1524,-31.40884,-64.16484
C3260,Avenida Julio A. Roca 981,-31.42813,-64.20598
C2278,Sarmiento 1709,-31.40908,-64.16151
C2220,Federico Rauch 2798,-31.37572,-64.13165
C2464,Avenida Antártida 2736,-31.440287,-64.223973
